Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
371,Chris Paul,PG,33,HOU,29,943,18.6,0.553,0.464,0.281,2,12.4,7,38.4,3.1,0.7,17,22.4,1.8,0.8,2.6,0.133,2.1,-0.9,1.2,0.8
372,Cameron Payne,PG,24,TOT,40,712,11.7,0.519,0.377,0.184,2,9.2,5.5,22.5,1.9,1.1,15.7,17.7,0.1,0.4,0.5,0.033,-2,-1.5,-3.5,-0.3
373,Elfrid Payton,PG,24,NOP,19,512,12.7,0.504,0.216,0.181,2.9,11.2,7.2,28.5,2,0.8,19.6,18.6,0.1,0.3,0.4,0.042,-1.5,-0.7,-2.2,0
374,Gary Payton,PG,26,WAS,3,16,37.3,0.688,0.25,0,6.7,7.1,6.9,46.2,8.9,5.4,11.1,24.1,0.1,0,0.1,0.369,10,5.5,15.4,0.1
375,Theo Pinson,SG,23,BRK,9,124,8.5,0.507,0.556,0.278,1.7,14.8,8.2,16.8,1.2,0,19.8,17.2,0,0.1,0.1,0.023,-3.3,-1.2,-4.5,-0.1
376,Mason Plumlee,C,28,DEN,51,1000,18.7,0.609,0.019,0.5,11.1,21.4,16.3,18,2.3,3.9,18.9,17,1.8,1.7,3.5,0.168,0.5,3.7,4.2,1.6
377,Miles Plumlee,C,30,ATL,18,173,18.9,0.654,0,0.625,9.6,14.5,12,14.9,1.6,2,14,16.7,0.4,0.1,0.5,0.145,0.3,-0.2,0.1,0.1
378,Jakob Poeltl,C,23,SAS,49,722,18.6,0.632,0,0.396,15.7,19.3,17.5,11.2,0.6,3.7,14.3,14.1,2,0.7,2.7,0.181,1.6,1.5,3.1,0.9
379,Quincy Pondexter,SF,30,SAS,38,211,14.1,0.653,0.381,0.833,3.7,15.5,9.7,10.4,1.8,0.4,14.8,14,0.4,0.2,0.6,0.141,0.1,-0.7,-0.6,0.1
380,Otto Porter,SF,25,WAS,39,1119,15.1,0.554,0.405,0.135,3.4,18.3,10.6,9.9,2.5,1.5,8,18.3,1,1.1,2.1,0.091,-0.3,0.5,0.2,0.6
381,Bobby Portis,PF,23,CHI,21,497,16.3,0.515,0.258,0.19,9.6,23.6,16.6,10.2,0.9,1.4,9.4,26.3,0.1,0.4,0.5,0.053,-1.5,-1.7,-3.2,-0.1
382,Dwight Powell,C,27,DAL,47,774,19.8,0.65,0.26,0.512,8.7,17.9,13.4,9.4,1.4,3,10.8,18.9,2.2,1,3.2,0.201,1.7,1.1,2.8,0.9
383,Norman Powell,SG,25,TOR,31,578,13.4,0.605,0.423,0.19,0.8,10.1,5.5,11.5,1.9,1,12,17.2,0.7,0.6,1.3,0.111,0.1,-0.2,-0.1,0.3
384,Alex Poythress,PF,25,ATL,18,243,12.8,0.593,0.277,0.323,10.3,15.7,12.9,7.6,0.6,2.8,11.9,14,0.4,0.1,0.5,0.094,-1,-0.8,-1.8,0
385,Zhou Qi,PF,23,HOU,1,1,81.4,1,0,0,0,0,0,0,0,0,0,43.4,0,0,0,1.264,22.5,-13.3,9.2,0
386,Ivan Rabb,PF,21,MEM,23,194,18.4,0.63,0.033,0.361,14.5,25.6,19.9,12.5,0.5,2,18.5,20.3,0.3,0.2,0.6,0.14,-1.5,0,-1.5,0
387,Chasson Randle,PG,25,WAS,21,324,11,0.594,0.5,0.37,2,7,4.4,17.5,1.8,0.3,17.7,17.2,0.3,0.1,0.4,0.058,-1.1,-2.6,-3.7,-0.1
388,Julius Randle,C,24,NOP,47,1390,21.6,0.613,0.139,0.477,7.8,25,16.6,15.1,0.9,1.7,13.7,26.3,3.2,1.2,4.5,0.154,1.8,-0.2,1.5,1.2
389,J.J. Redick,SG,34,PHI,50,1553,15.2,0.6,0.576,0.236,1.1,6.3,3.8,13.5,0.6,0.5,8.4,22.5,3.1,0.8,3.8,0.119,2.6,-3.6,-1,0.4
390,Davon Reed,SG,23,IND,6,15,3.7,0.5,0.333,0,0,7.3,3.7,16.7,0,0,25,11.6,0,0,0,0.001,-5.9,-3,-9,0
391,Josh Richardson,SG,25,MIA,48,1659,14.2,0.53,0.448,0.228,2.3,9.1,5.7,17.3,1.6,1.2,9.2,22.2,1.8,1.7,3.6,0.103,1,-0.7,0.4,1
392,Malachi Richardson,SG,23,TOR,22,103,1.1,0.481,0.862,0.172,2.1,11.3,6.8,0,0.5,0,20.4,16.3,-0.2,0.1,-0.1,-0.06,-5.9,-4.5,-10.5,-0.2
393,Austin Rivers,SG-PG,26,TOT,48,1356,7.8,0.5,0.582,0.159,1.5,8.4,4.9,12.7,1.1,1.1,11.1,14.6,0.2,0.3,0.5,0.018,-1.9,-1.7,-3.6,-0.5
394,Devin Robinson,SF,23,WAS,4,32,26.4,0.607,0,0.462,6.7,17.6,12.1,10.3,4.4,2.7,0,20.9,0.1,0.1,0.2,0.23,1.3,1.3,2.7,0
395,Duncan Robinson,PF,24,MIA,4,29,6.6,0.5,1,0,0,18.4,9.1,0,1.7,0,0,8.8,0,0,0,0.066,-4.5,-2.8,-7.3,0
396,Glenn Robinson,SF,25,DET,31,424,6.9,0.483,0.359,0.282,2.2,7.8,4.9,4.5,1.3,1,10.2,14.7,-0.1,0.4,0.2,0.026,-4.4,-0.5,-4.9,-0.3
397,Jerome Robinson,SG,21,LAC,16,141,10.3,0.578,0.588,0.039,2.3,9.4,6,3.1,0.7,1.1,3.7,16.2,0.1,0.1,0.2,0.074,0,-3.1,-3.1,0
398,Mitchell Robinson,C,20,NYK,36,618,18.7,0.663,0,0.405,12.4,12.4,12.4,4.8,2,9.7,11.8,11.1,1.4,0.8,2.2,0.169,0.2,5.2,5.4,1.1
399,Rajon Rondo,PG,32,LAL,18,493,13.7,0.501,0.248,0.098,2.8,15.8,9.6,36.9,1.7,0.3,20.4,16.8,0.3,0.6,0.9,0.092,-1.3,0.2,-1.1,0.1
400,Derrick Rose,PG,30,MIN,38,1101,19.6,0.565,0.222,0.215,2.4,8.1,5.2,27.5,1,0.8,9.3,26.2,2.4,0.4,2.8,0.124,2.9,-2.6,0.2,0.6
401,Terrence Ross,SG,27,ORL,52,1378,14.8,0.553,0.505,0.118,1.5,12.2,6.7,9.7,1.7,1.2,7.4,23.1,0.8,1.4,2.2,0.076,0.5,-1.4,-0.9,0.4
402,Terry Rozier,PG,24,BOS,52,1195,13.3,0.495,0.499,0.145,2.2,16.9,9.5,18.7,1.9,1.1,8.9,18.3,0.8,1.8,2.6,0.106,-0.8,0.7,0,0.6
403,Ricky Rubio,PG,28,UTA,46,1320,13.3,0.518,0.376,0.263,1.5,11.4,6.5,32.6,2.2,0.6,18.9,23.2,0.1,1.8,2,0.071,-0.8,0.3,-0.5,0.5
404,D'Angelo Russell,PG,22,BRK,52,1541,19.1,0.535,0.412,0.115,2,11.7,6.9,38.2,1.9,0.8,13.5,30.2,1.8,1.4,3.2,0.101,3.4,-0.8,2.7,1.8
405,Domantas Sabonis,C,22,IND,49,1220,22.9,0.647,0.02,0.413,12,29,20.7,17.5,1.2,1.7,16.3,23.1,3.3,2.2,5.5,0.217,2.1,2.1,4.1,1.9
406,Brandon Sampson,SG,21,CHI,1,12,15.5,1.25,0.5,0,0,18.1,9,0,0,0,0,7.3,0,0,0,0.199,2.1,-5.3,-3.2,0
407,Dario Saric,PF,24,TOT,50,1236,11.6,0.536,0.473,0.209,6.2,18.1,12.2,8.7,1,0.4,11.4,17.2,0.9,1,1.9,0.074,-0.7,-1,-1.7,0.1
408,Tomas Satoransky,SG,27,WAS,51,1219,13.9,0.589,0.3,0.279,3.6,9.9,6.7,22.7,2,0.6,15.5,13.9,2,0.7,2.7,0.107,0,-0.7,-0.8,0.4
409,Dennis Schroder,PG,25,OKC,50,1428,13.6,0.515,0.301,0.206,1.5,10.9,6.1,21.8,1.5,0.5,13.6,25,0.4,1.7,2.1,0.07,-1.6,-1.3,-2.9,-0.3
410,Mike Scott,PF,30,LAC,49,681,9.4,0.504,0.587,0.075,3.5,20.8,12.4,8.3,1.2,0.9,9.8,15.2,0.1,0.7,0.7,0.051,-1.6,-0.5,-2.2,0
411,Thabo Sefolosha,SF,34,UTA,26,289,11.5,0.616,0.483,0.241,1.5,25.9,13.8,4.8,3.8,0.3,18.9,11.8,0,0.6,0.6,0.105,-3.2,3,-0.3,0.1
412,Wayne Selden,SG,24,TOT,45,719,9,0.516,0.391,0.196,2.9,7.8,5.3,13,1,0.9,12.9,18,-0.1,0.4,0.3,0.021,-3,-1.9,-4.9,-0.5
413,Collin Sexton,PG,20,CLE,52,1542,9.9,0.486,0.178,0.212,2.5,9.1,5.7,15.4,0.8,0.2,13.2,25.2,-1.2,-0.4,-1.6,-0.051,-3.2,-3.7,-6.9,-1.9
414,Landry Shamet,SG,21,PHI,52,1041,11.4,0.614,0.705,0.154,1.5,6.3,4,7.8,1.1,0.6,6.6,15.3,1.7,0.7,2.3,0.107,1.4,-2.4,-1.1,0.2
415,Iman Shumpert,SG,28,SAC,40,1034,10.1,0.506,0.58,0.12,1.9,10.3,6,10.2,2.1,1.5,9.1,15.4,0.3,0.9,1.1,0.052,-0.7,0.2,-0.6,0.4
416,Pascal Siakam,PF,24,TOR,52,1635,18.3,0.633,0.205,0.309,5.6,18,11.9,13.5,1.5,1.7,12.8,19,3.8,2.1,5.9,0.173,2,1.7,3.7,2.3
417,Ben Simmons,PG,22,PHI,51,1710,21.2,0.589,0.002,0.466,7.5,22.2,15.1,37.2,1.8,1.9,19.4,22.2,3.6,2.4,6,0.169,2,2.8,4.8,2.9
418,Jonathon Simmons,SG,29,ORL,41,845,7.6,0.445,0.29,0.252,2.9,10.1,6.4,16.2,1,1.4,15,19.4,-1,0.6,-0.4,-0.022,-4.9,-0.9,-5.7,-0.8
419,Anfernee Simons,SG,19,POR,10,57,-4.7,0.291,0.333,0.167,0,12.7,6.5,9.5,0,0,18.9,23.6,-0.3,0,-0.3,-0.267,-12.3,-3.8,-16.1,-0.2
420,Marcus Smart,SG,24,BOS,51,1364,12.9,0.556,0.633,0.255,2.6,8.5,5.5,19.6,3.2,1.3,16.2,13.8,1.5,2.2,3.7,0.13,0.5,1.6,2.1,1.4
421,Dennis Smith,PG,21,DAL,32,908,11.7,0.527,0.35,0.23,2.2,9.1,5.7,24,2.1,1,20.3,23.1,-0.5,1,0.4,0.023,-1.8,-0.1,-1.9,0
422,Ish Smith,PG,30,DET,25,580,8.7,0.474,0.367,0.081,0.2,8.6,4.2,19.2,0.9,1,10.2,18.7,-0.1,0.5,0.3,0.028,-3,-1.4,-4.4,-0.4
423,J.R. Smith,SG,33,CLE,11,222,7.9,0.444,0.494,0.127,0,9.4,4.5,13.9,2.5,1.2,11.7,18.7,-0.2,0.1,-0.2,-0.04,-3.3,-2,-5.3,-0.2
424,Jason Smith,C-PF,32,TOT,18,170,10.6,0.507,0.38,0.28,8.9,21.9,15.3,10.3,0.8,3.5,17.6,17.1,0,0.2,0.2,0.055,-3.9,0.3,-3.6,-0.1
425,Tony Snell,SG,27,MIL,50,850,11.6,0.606,0.599,0.153,2.7,9.6,6.4,6,1,1,6.9,13.7,1.2,1.1,2.3,0.131,0,-0.6,-0.6,0.3
426,Ray Spalding,PF,21,DAL,1,1,0,,,,0,0,0,0,0,0,,0,0,0,0,0.004,-6.2,0.7,-5.5,0
427,Omari Spellman,PF,21,ATL,34,585,12,0.519,0.52,0.203,9.1,15.6,12.3,6.6,1.6,3.1,11.5,15.1,0.4,0.4,0.8,0.064,-1.4,0.1,-1.3,0.1
428,Nik Stauskas,SG,25,POR,44,673,10.9,0.545,0.546,0.157,1.6,10.7,6.3,12.8,1,0.5,14,17.9,0.3,0.4,0.8,0.055,-0.9,-1.8,-2.7,-0.1
429,D.J. Stephens,SG,28,MEM,1,7,5.6,0.5,0,0,0,0,0,0,7.2,0,33.3,19.5,0,0,0,-0.117,-10.1,2.5,-7.5,0
430,Lance Stephenson,SG,28,LAL,51,806,13.5,0.553,0.442,0.165,3,15.9,9.7,18.1,1.8,0.5,15.9,21,0.3,1,1.3,0.077,-0.9,-0.3,-1.1,0.2
431,Edmond Sumner,PG,23,IND,12,95,1.9,0.284,0.379,0.207,6,10.3,8.2,6.7,2.6,2.8,13.6,16.8,-0.3,0.2,-0.2,-0.082,-7.8,1.4,-6.4,-0.1
432,Caleb Swanigan,PF,21,POR,18,145,3.2,0.372,0.114,0.159,9.7,27.7,19,6.3,1.3,0,25.4,18.4,-0.4,0.2,-0.3,-0.086,-8.9,-0.6,-9.5,-0.3
433,Jayson Tatum,SF,20,BOS,52,1608,15.8,0.552,0.324,0.218,3.4,17.8,10.6,8.9,1.5,2.3,9.2,22.5,1.5,2.5,4,0.118,-0.9,0.5,-0.4,0.6
434,Jeff Teague,PG,30,MIN,31,939,14.8,0.522,0.28,0.379,1.2,7.4,4.3,37.2,1.8,1.2,17.4,18.5,1.2,0.6,1.8,0.09,-0.2,-2.1,-2.3,-0.1
435,Garrett Temple,SG,32,MEM,49,1530,8.8,0.551,0.543,0.196,1.3,10.3,5.7,6.9,1.6,1.6,11.4,14.1,0.1,1.6,1.7,0.053,-1.9,0.6,-1.3,0.3
436,Milos Teodosic,PG,31,LAC,15,150,6.7,0.557,0.675,0.175,2.2,8.9,5.6,29,0.9,0.5,32.8,18.1,-0.1,0.1,-0.1,-0.017,-2.7,-3.1,-5.9,-0.1
437,Jared Terrell,SG,23,MIN,7,67,1.9,0.391,0.423,0.077,1.6,3.2,2.4,14.4,2.1,1.3,20.7,21.2,-0.2,0,-0.2,-0.13,-7.1,-2.5,-9.6,-0.1
438,Emanuel Terry,PF,22,PHO,2,20,20.2,0.654,0,0.333,11.1,22.8,16.9,8.1,7.2,0,22.5,19.2,0,0,0.1,0.131,-1,3,2,0
439,Daniel Theis,C,26,BOS,38,565,17.3,0.618,0.246,0.335,10.9,18.2,14.5,10.5,1,3.5,9.9,16.2,1.5,0.9,2.4,0.203,1,1.4,2.4,0.6
440,Khyri Thomas,SG,22,DET,14,120,10.4,0.524,0.564,0.231,1.7,9.5,5.4,5,1.6,2.8,6.5,16.3,0.1,0.1,0.2,0.078,-2.5,-0.2,-2.6,0
441,Lance Thomas,PF,30,NYK,23,373,6.8,0.481,0.385,0.269,3,13.8,8.2,4.1,1.9,1.4,13,11.4,-0.1,0.2,0.1,0.013,-4.1,0.1,-3.9,-0.2
442,Klay Thompson,SG,28,GSW,50,1708,16.2,0.558,0.408,0.121,1.4,10.8,6.3,9,1.6,1.6,7.4,26.2,1.5,1.4,2.9,0.082,0.5,-2.2,-1.7,0.1
443,Tristan Thompson,C,27,CLE,35,1043,18.8,0.547,0,0.258,15.9,26.2,20.8,11.3,1.3,1.3,12,17.5,1.9,0.4,2.3,0.108,0.5,0.2,0.7,0.7
444,Sindarius Thornwell,SG,24,LAC,35,181,3.7,0.508,0.313,0.594,1.2,14.1,7.9,7.1,1,0.9,24.4,12.5,-0.2,0.1,-0.1,-0.016,-5.4,-0.5,-5.9,-0.2
445,Anthony Tolliver,PF,33,MIN,35,533,9,0.605,0.882,0.235,2.2,13.9,7.9,4.7,1,1.6,12.6,11.8,0.4,0.3,0.8,0.069,-0.7,-0.8,-1.5,0.1
446,Karl-Anthony Towns,C,23,MIN,51,1687,24.9,0.603,0.283,0.325,10.8,28.7,19.6,15.8,1.4,4.8,13.1,27.3,4.3,2.5,6.9,0.195,3.9,2.6,6.5,3.6
447,Gary Trent,SG,20,POR,7,33,3.2,0.373,0.471,0.235,0,12.5,6.4,4.3,0,2.4,5.1,25.3,-0.1,0,-0.1,-0.12,-7.9,-4.5,-12.4,-0.1
448,Allonzo Trier,SG,23,NYK,44,979,12.9,0.564,0.219,0.421,2.5,12,7,14.3,1,1.2,16.5,21,0.4,0.3,0.7,0.034,-1.9,-1.7,-3.6,-0.4
449,P.J. Tucker,PF,33,HOU,51,1809,9.4,0.551,0.714,0.139,4.5,15.5,9.8,4.9,2.1,1,10.7,10.1,1.4,1.2,2.6,0.069,-0.5,0.8,0.3,1
450,Evan Turner,PG,30,POR,51,1228,11.5,0.507,0.12,0.222,2.8,17.3,10.2,22.4,1.1,0.9,18.6,16.3,0.3,1.1,1.4,0.057,-2.4,0.7,-1.7,0.1
451,Myles Turner,C,22,IND,46,1299,18.1,0.569,0.205,0.228,5.7,22.3,14.2,8.9,1.1,8.4,11.4,20,1.2,2.7,3.9,0.143,-1.6,4.6,3,1.6
452,Ekpe Udoh,C,31,UTA,32,183,16.6,0.704,0,0.432,6.6,15.4,11.1,10.5,0.8,7.1,15.4,12.2,0.4,0.3,0.7,0.185,-1.5,4.2,2.7,0.2
453,Tyler Ulis,PG,23,CHI,1,1,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.011,-7.2,-0.1,-7.3,0
454,Jonas Valanciunas,C,26,TOR,30,564,24.9,0.639,0.116,0.363,10.5,30.4,20.7,8.5,1.1,3.3,11.5,25.7,1.7,1,2.7,0.228,1,0.4,1.4,0.5
455,Jarred Vanderbilt,PF,19,DEN,1,4,23.1,0.568,,,0,82,41,28.5,12.4,0,53.2,20.1,0,0,0,0.088,-10,14.8,4.8,0
456,Fred VanVleet,PG,24,TOR,47,1261,13.3,0.529,0.495,0.194,1.7,9,5.4,23,1.5,0.8,11.3,17.7,1.6,1.2,2.8,0.106,0.8,-0.7,0,0.6
457,Noah Vonleh,PF,23,NYK,51,1358,14.4,0.556,0.326,0.371,7.1,27.7,17,11.5,1.4,2.8,15,14.5,1.3,1.3,2.6,0.093,-1.2,2.1,0.9,1
458,Nikola Vucevic,C,28,ORL,51,1597,25.6,0.578,0.184,0.167,9.1,32.9,20.7,22.7,1.5,3,10.3,27.9,3.4,2.6,6.1,0.182,3.3,3,6.3,3.4
459,Dwyane Wade,SG,37,MIA,40,1014,14.7,0.507,0.304,0.268,3.4,11.8,7.6,28,1.3,1.5,14.7,26.5,0.1,1.1,1.2,0.056,-0.6,-0.7,-1.3,0.2
460,Moritz Wagner,C,21,LAL,18,115,11.6,0.49,0.491,0.264,7.4,17.2,12.5,9.8,1.2,2.1,13.2,24.5,-0.1,0.1,0.1,0.03,-2.9,-1.5,-4.4,-0.1
461,Dion Waiters,SG,27,MIA,12,225,9.9,0.467,0.553,0.068,0.5,13.3,6.8,19.1,0.9,0.4,9.4,22.2,-0.1,0.2,0.1,0.013,-2,-2.4,-4.5,-0.1
462,Kemba Walker,PG,28,CHO,51,1747,20.7,0.556,0.45,0.262,1.6,11.7,6.6,27.4,1.7,1.3,10.6,30.7,2.9,1.4,4.3,0.119,4.4,-1.4,3,2.2
463,Lonnie Walker,SG,20,SAS,4,29,8.4,0.455,0.364,0,0,26.3,13.3,4.7,1.7,2.9,8.3,18.2,0,0,0,0.001,-6.1,-0.4,-6.5,0
464,John Wall,PG,28,WAS,32,1104,18.3,0.527,0.306,0.317,1.5,10.3,5.8,40,2.1,2.3,16.1,29.1,0.5,0.8,1.3,0.058,1.1,-0.9,0.1,0.6
465,Tyrone Wallace,PG,24,LAC,39,396,8.7,0.45,0.089,0.267,4.4,12.2,8.4,7.7,1.9,1.4,9.4,19.3,-0.4,0.4,0,-0.002,-4.7,-0.7,-5.4,-0.3
466,Taurean Waller-Prince,SF,24,ATL,30,817,11.4,0.557,0.521,0.202,1.8,13.9,7.7,10.6,1.7,1.1,14.8,21,0,0.5,0.5,0.029,-1.2,-1.5,-2.7,-0.1
467,Brad Wanamaker,PG,29,BOS,23,206,14.5,0.599,0.438,0.219,1,10.4,5.7,22,2.1,0.4,15.6,17.4,0.3,0.3,0.6,0.141,-0.6,-1.2,-1.8,0
468,T.J. Warren,SF,25,PHO,43,1360,16.6,0.58,0.295,0.203,2.5,12,7.2,7.8,1.8,1.8,7.2,22.8,1.7,0.5,2.3,0.08,0.4,-1.7,-1.2,0.3
469,Julian Washburn,SF,27,MEM,3,21,-3.1,0,0.333,0,5.3,22.5,13.7,0,0,0,0,6.5,-0.1,0,0,-0.097,-12.3,-3.2,-15.5,-0.1
470,Yuta Watanabe,SG,24,MEM,8,52,4.6,0.397,0.333,0.4,0,22.7,11.1,8.6,1,1.9,14.5,18.1,-0.1,0.1,-0.1,-0.071,-9.2,-0.5,-9.7,-0.1
471,Thomas Welsh,C,22,DEN,9,33,13.9,0.643,0.7,0.2,0,13.2,6.6,16.7,0,0,8.4,15.4,0.1,0,0.1,0.138,1.1,-4,-2.9,0
472,Russell Westbrook,PG,30,OKC,43,1523,20.4,0.482,0.233,0.31,4.2,27.9,15.9,46.7,3,0.8,16.7,30.8,0.4,3.2,3.6,0.115,1.5,4.3,5.8,3
473,Derrick White,PG,24,SAS,44,1113,15,0.589,0.258,0.268,2.2,12.4,7.4,19.8,2,1.7,15.4,16.9,1.5,1.1,2.6,0.112,0.5,0.7,1.2,0.9
474,Okaro White,PF,26,WAS,3,6,-4.5,0,1,0,18,18.8,18.4,0,0,0,0,14.3,0,0,0,-0.251,-11.2,-8.1,-19.3,0
475,Hassan Whiteside,C,29,MIA,44,1115,21.5,0.535,0.034,0.394,15.7,36.3,25.9,5.9,1.1,7.7,12.6,22.5,0.8,2.6,3.4,0.145,-3.3,3.2,-0.2,0.5
476,Andrew Wiggins,SF,23,MIN,47,1630,12,0.485,0.291,0.273,3.5,10.8,7.1,10.1,1.5,1.3,9.3,24.6,-0.5,1.1,0.6,0.017,-1.9,-1.2,-3.1,-0.5
477,Alan Williams,PF,26,BRK,1,9,44.8,0.694,0,1,23.8,71.7,47.7,45,0,0,14.8,31.7,0.1,0,0.1,0.433,10.5,5.4,15.9,0
478,C.J. Williams,SG,28,MIN,8,65,2.3,0.469,0.438,0,1.6,5,3.3,10.5,0.7,0,20,12.9,-0.1,0,-0.1,-0.042,-4.9,-2.7,-7.7,-0.1
479,Johnathan Williams,C,23,LAL,7,89,10.4,0.518,0,0.25,13.1,11.1,12.1,5.9,0.5,3.6,8.3,11.3,0.1,0.1,0.2,0.107,-2.1,1,-1.2,0
480,Kenrich Williams,SF,24,NOP,16,158,8.6,0.524,0.364,0.091,6.1,19.5,13,5.7,0.3,1.6,13.3,13.8,0,0.1,0.1,0.034,-3.1,-1.6,-4.8,-0.1
481,Lou Williams,SG,32,LAC,46,1193,20.9,0.549,0.262,0.422,1.7,10.2,6.1,32.9,1.3,0.4,12.2,31.8,2.3,0.7,2.9,0.118,2.8,-2.4,0.3,0.7
482,Marvin Williams,PF,32,CHO,50,1399,12.8,0.556,0.608,0.144,3.3,18.1,10.6,6.2,1.6,2.1,5.8,14.9,1.5,1.5,2.9,0.101,0.3,0.5,0.8,1
483,Robert Williams,C,21,BOS,22,198,20.6,0.749,0,0.27,10.2,19.5,14.8,3.5,1.5,14.5,16.2,10.7,0.4,0.5,0.9,0.227,-1.7,8,6.4,0.4
484,Troy Williams,SF,24,SAC,18,286,11.2,0.55,0.471,0.172,3.2,17.1,10,4.6,1.6,2.4,7.9,14.7,0.2,0.3,0.5,0.077,-1.9,-0.2,-2,0
485,D.J. Wilson,PF,22,MIL,22,394,13.6,0.591,0.472,0.185,5.6,20.1,13.3,7,1.2,3.1,8.6,13.7,0.5,0.7,1.2,0.152,-0.8,1.7,0.9,0.3
486,Justise Winslow,PF,22,MIA,45,1319,12.9,0.516,0.333,0.198,3.3,15.6,9.4,21.9,1.7,0.9,15,20.6,0.3,1.6,2,0.071,-0.9,0.6,-0.3,0.6
487,Christian Wood,PF,23,MIL,6,37,23.8,0.636,0.235,0.353,12,31.6,22.4,8.3,0,0,9.2,24.6,0.1,0.1,0.2,0.237,0.4,-3.2,-2.8,0
488,Delon Wright,PG,26,TOR,47,858,14.3,0.529,0.315,0.181,4.7,10,7.4,16.3,2.3,1.4,11,16.7,1,1.1,2,0.114,-0.1,0.9,0.8,0.6
489,Guerschon Yabusele,PF,23,BOS,29,164,12,0.526,0.362,0.255,9.7,11.8,10.7,9.9,2.1,3.8,17.4,16.6,0.1,0.3,0.3,0.099,-2.2,1.8,-0.4,0.1
490,Nick Young,SG,33,DEN,4,37,2.5,0.5,0.889,0,0,3,1.5,6.8,0,2.4,18.2,12.7,0,0,0,-0.021,-4,-2.9,-6.9,0
491,Thaddeus Young,PF,30,IND,51,1527,16.6,0.572,0.144,0.175,8.9,14.3,11.7,9.5,2.5,1.4,10.6,18.1,2.1,2.5,4.6,0.143,0.7,1.9,2.6,1.8
492,Trae Young,PG,20,ATL,51,1530,14.1,0.522,0.386,0.305,2.3,8.9,5.5,37.8,1.4,0.7,20,27,0.1,0.4,0.5,0.017,-0.2,-3,-3.3,-0.5
493,Cody Zeller,C,26,CHO,35,857,16.5,0.618,0.069,0.329,9,18.5,13.7,12.6,1.4,2.8,14.5,15.5,1.8,0.9,2.7,0.152,0.4,1.9,2.2,0.9
494,Ante Zizic,C,22,CLE,36,565,16.8,0.575,0,0.403,10.8,25.1,17.7,6.7,0.7,2.1,12.3,18.9,0.9,0.2,1,0.088,-2.2,-1.8,-4,-0.3
495,Ivica Zubac,C,21,LAL,31,471,20.5,0.64,0,0.367,11.3,20.8,16.2,7.3,0.4,4.2,12.7,20.7,1.2,0.6,1.9,0.189,-0.7,0.4,-0.3,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,
More 2018-19 NBA Pages,,,,,,,,,,,,,,,,,,,,,,,,,,
